id,eid,name,cited-by,citations
56336589400,9-s2.0-56336589400,Dessalegn C. Dagnew,351,565
28067523700,9-s2.0-28067523700,Tewodros T. Assefa,194,255
6507498114,9-s2.0-6507498114,Benjamin Frederick Zaitchik,5053,6073
57201388087,9-s2.0-57201388087,Biswajit Bhagowati,120,120
23666560700,9-s2.0-23666560700,Kamal Uddin Ahamad,471,556
7003985870,9-s2.0-7003985870,Giovanni Bidoglio,4925,5460
14033903000,9-s2.0-14033903000,Johannes Cullmann,433,454
7004218809,9-s2.0-7004218809,Stefan Uhlenbrook,6989,8860
57113708100,9-s2.0-57113708100,Carlos García de Leaniz,351,357
7003886966,9-s2.0-7003886966,Charles J. Vörösmarty,26686,33375
56996043500,9-s2.0-56996043500,Vanesa Rodríguez Osuna,249,258
15843023600,9-s2.0-15843023600,Anthony Daniel Cak,250,262
23466278100,9-s2.0-23466278100,Anik Bhaduri,1765,1953
7007032760,9-s2.0-7007032760,Stuart Edward Bunn,15920,22040
57200440162,9-s2.0-57200440162,Fabio Corsi,172,178
57204030082,9-s2.0-57204030082,Jorge Gastelumendi,83,83
7402935038,9-s2.0-7402935038,Pamela A. Green,15993,17542
54894231600,9-s2.0-54894231600,Ian J. Harrison,2110,2448
6603018179,9-s2.0-6603018179,Richard George Lawford,2077,2414
6507504496,9-s2.0-6507504496,Peter John Marcotullio,2628,2908
7401841070,9-s2.0-7401841070,Robert Ian McDonald,6939,7615
55546696300,9-s2.0-55546696300,Peter B. McIntyre,10830,12625
7401917107,9-s2.0-7401917107,Margaret A. Palmer,16965,22588
7004073097,9-s2.0-7004073097,Richard D. Robarts,3970,4702
57225265738,9-s2.0-57225265738,András Szöllösi-Nagy,114,114
56061821700,9-s2.0-56061821700,Zachary D. Tessler,2054,2242
7004139928,9-s2.0-7004139928,Maria Teresa Fernandez Piedade,4172,6162
7005579717,9-s2.0-7005579717,Florian Karl Wittmann,4090,5758
6507398267,9-s2.0-6507398267,Jochen Schöngart,4078,5723
57205064806,9-s2.0-57205064806,Zeying Liu,4,4
57205065281,9-s2.0-57205065281,Lina Zhao,4,4
57195232839,9-s2.0-57195232839,Ting Xu,221,226
50162017000,9-s2.0-50162017000,Xiaomeng Liu,108,109
57204873281,9-s2.0-57204873281,Samin Ansari Mahabadi,7,7
37072983100,9-s2.0-37072983100,Ali Reza Massah Bavani,963,1059
57191285854,9-s2.0-57191285854,Ali Bagheri,690,788
57218442748,9-s2.0-57218442748,Agnieszka Napiórkowska-Krzebietke,594,771
6701360101,9-s2.0-6701360101,Agnieszka E. Ławniczak-Malińska,467,528
36647272300,9-s2.0-36647272300,Elżbieta Bogacka-Kapusta,106,118
56715488000,9-s2.0-56715488000,Grzegorz Wiśniewski,146,183
36658952600,9-s2.0-36658952600,Ioannis Boskidis,112,127
56912329000,9-s2.0-56912329000,Nikolaos P. Kokkos,79,82
24075785200,9-s2.0-24075785200,Renata Dondajewska,339,538
7005017822,9-s2.0-7005017822,Anna Kozak,600,860
36898191600,9-s2.0-36898191600,Agnieszka Budzyńska,331,393
8238954300,9-s2.0-8238954300,Katarzyna Kowalczewska-Madura,343,528
12771827300,9-s2.0-12771827300,Ryszard Gołdyn,778,1233
57202284424,9-s2.0-57202284424,Sai Kiran Natarajan,15,16
57203311183,9-s2.0-57203311183,Dharmappa Hagare,556,617
56087865200,9-s2.0-56087865200,Jolanta Dąbrowska,217,282
57192961154,9-s2.0-57192961154,Paweł B. Dąbek,239,246
57142501900,9-s2.0-57142501900,Iwona Lejcuś,50,53
6506672510,9-s2.0-6506672510,Rebeca González-Villela,11,11
57204427504,9-s2.0-57204427504,Martín José Montero Martínez,4,4
7006645246,9-s2.0-7006645246,Julio Sergio Santana,10,10
57221904324,9-s2.0-57221904324,Zbigniew Bis,56,59
6602400980,9-s2.0-6602400980,Rafał P. Kobyłecki,352,444
55793308700,9-s2.0-55793308700,Mariola Ścisłowska,68,70
8869620100,9-s2.0-8869620100,Robert Zarzycki,152,188
54997981700,9-s2.0-54997981700,Neal Robert Haddaway,4708,5848
55834871700,9-s2.0-55834871700,Jennifer Rae McConville,500,589
6701729691,9-s2.0-6701729691,Neil Andrew Coles,680,738
55733850000,9-s2.0-55733850000,Yanhui Wang,1851,2295
7004320816,9-s2.0-7004320816,Martin Volk,3457,4203
7409254384,9-s2.0-7409254384,Jiaping Wu,3738,4360
6602773904,9-s2.0-6602773904,Shamil Sh Maksyutov,5347,8871
57093346900,9-s2.0-57093346900,Priyanka Halder Mallick,20,22
26638025600,9-s2.0-26638025600,Susanta Kumar Chakraborty,546,693
25122864500,9-s2.0-25122864500,Agnieszka Edyta Parzych,293,455
36009342900,9-s2.0-36009342900,Zbigniew Sobisz,133,190
57195276148,9-s2.0-57195276148,Saeid Okhravi,37,39
15724845200,9-s2.0-15724845200,Seyed Saeid Eslamian,3528,4222
15032475700,9-s2.0-15032475700,N. Fathianpour,552,595
7005078624,9-s2.0-7005078624,Andrea Butturini,2057,2811
6602532097,9-s2.0-6602532097,Franco F. Tassi,2974,4766
8858998600,9-s2.0-8858998600,Stefano Amalfitano,2074,2479
56533715900,9-s2.0-56533715900,Stefania Venturi,380,477
15137279100,9-s2.0-15137279100,Eusebi Vázquez,459,607
6507414291,9-s2.0-6507414291,Martha R.J. Clokie,3159,4391
57197825459,9-s2.0-57197825459,Silas W. Wanjala,31,32
6603118433,9-s2.0-6603118433,Karoli Nicholas Njau,912,1105
55301213200,9-s2.0-55301213200,Epaphras Alex Muse,89,98
57196946641,9-s2.0-57196946641,Evance Magomba,13,13
57196951257,9-s2.0-57196951257,Ahamed Nassoro,13,13
57163397900,9-s2.0-57163397900,Paul Banga,17,17
57196950103,9-s2.0-57196950103,Edimund Murashani,13,13
57196954578,9-s2.0-57196954578,Daniel Irmamasita,13,13
57201529036,9-s2.0-57201529036,Rosemary Masikini,10,10
56543571500,9-s2.0-56543571500,Lulu Tunu Kaaya,80,87
35732016900,9-s2.0-35732016900,Edward H.J. Morrison,86,104
57201215359,9-s2.0-57201215359,Anthony A. Cook,15,15
57201212189,9-s2.0-57201212189,Sikun Zhang,15,15
13402621100,9-s2.0-13402621100,Tuli S. Msuya,61,63
57197799881,9-s2.0-57197799881,Dessalegn Dadi,180,182
23486024100,9-s2.0-23486024100,Embialle Mengistie,348,352
57197793160,9-s2.0-57197793160,Gudina Terefe,33,33
53879739800,9-s2.0-53879739800,Tadesse Getahun,290,295
57197799716,9-s2.0-57197799716,Wondwossen Birke,77,77
23059727100,9-s2.0-23059727100,Abebe Damte Beyene,1616,1740
8291133300,9-s2.0-8291133300,Patricia Luis,5563,7059
57200035511,9-s2.0-57200035511,Sani Dauda Ahmed,10,10
15838742600,9-s2.0-15838742600,Sampson Kwaku Agodzo,323,375
35777492200,9-s2.0-35777492200,Kwaku Amaning Adjei,372,400
57200034358,9-s2.0-57200034358,Maxwell Deinmodei,10,10
57200015946,9-s2.0-57200015946,Vivien Chikogu Ameso,10,10
56624505300,9-s2.0-56624505300,Tamene Hailu,82,82
56162078600,9-s2.0-56162078600,Esubalew Tesfahun,134,139
57197801214,9-s2.0-57197801214,Abiti Getaneh,21,21
57202995662,9-s2.0-57202995662,Addisu Gize,486,487
24491286700,9-s2.0-24491286700,Zeleke A. Mekonnen,1465,1845
17343016000,9-s2.0-17343016000,Ayalew Wondie,241,269
57191165355,9-s2.0-57191165355,Tanapipat Walalite,23,25
7004055479,9-s2.0-7004055479,Stefan C. Dekker,5051,5622
6603881715,9-s2.0-6603881715,Paul P. Schot,2189,2483
7004243498,9-s2.0-7004243498,Martin Joseph Wassen,4394,5852
57200015086,9-s2.0-57200015086,Titih Titisari Danielaini,31,36
15048204000,9-s2.0-15048204000,Elena G. Krupa,128,163
6506482927,9-s2.0-6506482927,Sophia S. Barinova,536,833
56293969900,9-s2.0-56293969900,Kuanysh Isbekov,45,51
57196353232,9-s2.0-57196353232,Saule Zh Assylbekova,39,45
57197771299,9-s2.0-57197771299,Tamal Kanti Saha,240,342
6603399666,9-s2.0-6603399666,Ewa Krogulec,173,240
57204914575,9-s2.0-57204914575,Nataline Simon,56,76
6602415651,9-s2.0-6602415651,Serge Brouyère,1640,2030
54792076000,9-s2.0-54792076000,Pierre Jamin,198,260
56379460900,9-s2.0-56379460900,Qiteng Zheng,350,449
57224498449,9-s2.0-57224498449,Chun Bai Xue Yang,12,13
8888030200,9-s2.0-8888030200,Shijin Feng,1914,2724
57218137174,9-s2.0-57218137174,Shaojie Wu,38,42
57790143100,9-s2.0-57193067186,Xiaolei Zhang,220,245
57845362400,9-s2.0-57845362400,Clarissa Settimi,1,1
36176487900,9-s2.0-36176487900,Daniela Zingaretti,334,474
36069784900,9-s2.0-36069784900,Iason Verginelli,446,660
6602725967,9-s2.0-6602725967,Renato Baciocchi,2427,3389
57157513200,9-s2.0-57157513200,Saerom Park,243,259
55477691800,9-s2.0-55477691800,Ilho Kim,952,1102
57990451300,9-s2.0-57990451300,Woo-hyun Jeon,0,0
57206508950,9-s2.0-57206508950,Hee-sun Moon,739,801
57209476395,9-s2.0-57209476395,Majken Frederiksen,5,5
24576347700,9-s2.0-24576347700,Christian Nyrop Nyrop Albers,1043,1302
16039272000,9-s2.0-16039272000,Gry Sander Janniche,153,164
6602564974,9-s2.0-6602564974,Nina Tuxen,622,839
35179531500,9-s2.0-35179531500,Henriette Kerrn-Jespersen,86,92
53979351900,9-s2.0-53979351900,Ulla E. Bollmann,786,980
57212528435,9-s2.0-57212528435,M. Christophersen,14,14
57192301809,9-s2.0-57192301809,Poul Løgstrup Bjerg,6516,8973
58307802200,9-s2.0-58307802200,H. Abdullah,0,0
57959573300,9-s2.0-57959573300,Ruba Munir,8,9
7103054196,9-s2.0-7103054196,Khuram Ali,381,423
57203482225,9-s2.0-57203482225,Syed Abbas Zilqurnain Naqvi,32,32
58155763200,9-s2.0-58155763200,Amna Muneer,0,0
57959126900,9-s2.0-57959126900,Muhammad Zeeshan Bashir,8,9
57959350200,9-s2.0-57959350200,Muhammad Aamer Maqsood,11,11
55820656800,9-s2.0-55820656800,Saima Noreen,1806,2466
57193125940,9-s2.0-57193125940,Carlos Rafael Silva de Oliveira,79,92
57219606177,9-s2.0-57219606177,Afonso Henrique da Silva Júnior,137,143
56993839200,9-s2.0-56993839200,Jéssica Mulinari,336,349
57200166735,9-s2.0-57200166735,Alexandre José Sousa Ferreira,14,14
9332947100,9-s2.0-9332947100,Adriano da Silva,594,649
57205652513,9-s2.0-57205652513,Teng Xia,65,70
57471987700,9-s2.0-57471987700,Min Ma,3,3
7102537656,9-s2.0-7102537656,Johan Alexander Huisman,6085,9294
58138703400,9-s2.0-58138703400,Chuanpeng Zheng,0,0
57728305300,9-s2.0-57728305300,Cuiling Gao,5,5
6602275985,9-s2.0-6602275985,Christophe Guimbaud,701,909
57104726900,9-s2.0-57104726900,Cécile Noel,22,29
57193917064,9-s2.0-57193917064,Elicia Verardo,24,25
22134247300,9-s2.0-22134247300,Agnès Grossel,478,548
8734615600,9-s2.0-8734615600,Line Jourdain,978,1098
24173372900,9-s2.0-24173372900,Fabrice Jégou,560,746
56404846900,9-s2.0-56404846900,Zhen Hu,3107,4282
58144775300,9-s2.0-58144775300,Jérémy Jacob,0,0
21833898900,9-s2.0-21833898900,Ioannis Ignatiadis,1004,1223
22984267900,9-s2.0-22984267900,Michaela Blessing,300,338
6506623560,9-s2.0-6506623560,Jean Christophe Gourry,469,488
57203895028,9-s2.0-57203895028,Xueji You,67,73
35847685500,9-s2.0-35847685500,Shuguang Liu,1686,2008
57201478269,9-s2.0-57201478269,Somayeh G. Esfahani,17,17
35336477100,9-s2.0-35336477100,Yanping Duan,994,1071
57724131400,9-s2.0-57724131400,Jixiang Li,2,2
25225347500,9-s2.0-25225347500,Chaomeng Dai,2406,2818
7003984563,9-s2.0-7003984563,Charles J. Werth,3951,5768
55661687800,9-s2.0-55661687800,Batoul Mahmoudzadeh,52,71
36489159200,9-s2.0-36489159200,James N. Crawford,55,56
57189898880,9-s2.0-57189898880,Kirill A. Boldyrev,94,133
20734665500,9-s2.0-20734665500,Ivan V. Kapyrin,130,174
57203216503,9-s2.0-57203216503,Alexey Vladimirovich Safonov,340,502
57218126848,9-s2.0-57218126848,Yana Yu Karaseva,26,26
57222017900,9-s2.0-57222017900,Petr D. Blinov,1,1
57188575216,9-s2.0-57188575216,Ekaterina A. Tyupina,257,300
58157774700,9-s2.0-58157774700,E. V. Zakharova,0,0
58171801700,9-s2.0-58171801700,Afshin Mahjoub,0,0
24471289700,9-s2.0-24471289700,Seyed Hossein Hashemi,511,584
58172196200,9-s2.0-58172196200,Somayye Sadat Alavian Petroody,0,0
57218766286,9-s2.0-57218766286,Yashar Makhtoumi,8,8
57441164600,9-s2.0-57441164600,Alireza Abbasi,0,0
57950206000,9-s2.0-57950206000,Baset Seyedmakhtoom,0,0
57220331584,9-s2.0-57220331584,Victor M. Ibeanusi,142,165
54885737700,9-s2.0-54885737700,Gang Chen,2405,2691
57209320949,9-s2.0-57209320949,Lyazzat Makhmudova,18,20
57221234696,9-s2.0-57221234696,Aliya Kozykeyeva,18,22
58180146500,9-s2.0-58180146500,Galymzhan Kambarbekov,0,0
58180415200,9-s2.0-58180415200,Gulnur Karimova,0,0
58179742800,9-s2.0-58179742800,Madina Zhulkainarova,0,0
58183954700,9-s2.0-58183954700,Meisam Kamali,1,1
45260930300,9-s2.0-45260930300,Nasrin Alamdari,220,289
57216646605,9-s2.0-57216646605,Mitra Salehi Esfandarani,71,84
58183671700,9-s2.0-58183671700,Maryam Salehi Esfandarani,1,1
58196030900,9-s2.0-58196030900,Titouan Harrouet,0,0
24334428500,9-s2.0-24334428500,Jacques Deparis,486,553
57453477800,9-s2.0-57453477800,Fabien Lion,16,17
6603008195,9-s2.0-6603008195,Behzad Ataie-Ashtiani,3908,5499
57219092626,9-s2.0-57219092626,Mir Talas Mahammad Diganta,33,37
55331478100,9-s2.0-55331478100,A. S.M. Saifullah,117,155
57205650651,9-s2.0-57205650651,Md Abu Bakar Siddique,461,709
57266635300,9-s2.0-57266635300,Mohammad Mostafa,4,4
57548836800,9-s2.0-57548836800,Md Shemul Sheikh,7,8
57221642701,9-s2.0-57221642701,Muhammad Jasim Uddin,12,15
57032643200,9-s2.0-57032643200,Mohammad Hadi Baghersad,957,981
13003446500,9-s2.0-13003446500,Ali Maleki,6713,13623
55619904500,9-s2.0-55619904500,Mohammad Reza Khodabakhshi,255,284
57200444413,9-s2.0-57200444413,Bushra Y. Shaikh,13,15
57213456799,9-s2.0-57213456799,Debojyoti Mishra,53,53
57208780685,9-s2.0-57208780685,Rabin Chakrabortty,1097,2176
57192592554,9-s2.0-57192592554,Kamalesh Sen,195,233
57208776491,9-s2.0-57208776491,Subodh Chandra Pal,1545,3201
8906059500,9-s2.0-8906059500,N. K. Mondal,2564,3082
57203239644,9-s2.0-57203239644,Mourad Fedeila,21,21
57203239384,9-s2.0-57203239384,Zohra Hachaïchi-Sadouk,21,21
7006046638,9-s2.0-7006046638,Luis Fernando Bautista,1993,2268
26634603900,9-s2.0-26634603900,Raquel Simarro,328,368
7403960319,9-s2.0-7403960319,Pardeep Kumar,331,384
57203490020,9-s2.0-57203490020,Saumitra Mukherjee,1507,1954
57201091413,9-s2.0-57201091413,Kafilat Adebola Bawa-Allah,76,77
58247226600,9-s2.0-58247226600,J. Shaw,0,0
7102626574,9-s2.0-7102626574,John Fredrick Devlin,1339,1844
36710652600,9-s2.0-36710652600,Peter C. Schillig,106,192
58247742800,9-s2.0-58247742800,Emily Kyte,0,0
6506346824,9-s2.0-6506346824,Edwin E. Cey,848,955
7801516857,9-s2.0-7801516857,Leila Hrapovic,236,256
7202000550,9-s2.0-7202000550,Xiying Hao,4088,5044
57130209600,9-s2.0-57130209600,Partha Majumder,86,110
58091783700,9-s2.0-58091783700,Amine Ben Abdelwahed,0,0
57559544900,9-s2.0-57559544900,Min-su Oh,0,0
7005518467,9-s2.0-7005518467,Michael D. Annable,2127,3768
7410128580,9-s2.0-7410128580,Heonki Kim,531,867
6602289371,9-s2.0-6602289371,C. Andrew Ramsburg,716,1062
58101498600,9-s2.0-58101498600,Parnian Baniahmad,1,1
57195533947,9-s2.0-57195533947,Katherine A. Muller,218,231
58100613500,9-s2.0-58100613500,Andrew D. Robinson,1,1
56588053500,9-s2.0-56588053500,Yu L. Wang,263,276
7103199993,9-s2.0-7103199993,Jianmin Bian,694,759
55727853400,9-s2.0-55727853400,Xiaoqing Sun,117,119
57223241511,9-s2.0-57223241511,Dongmei Ruan,21,21
57278849800,9-s2.0-57278849800,Zhiqi Gu,14,14
57192687168,9-s2.0-57192687168,Kuang Cheng,164,201
57862461000,9-s2.0-57862461000,Te Zhang,0,0
57221438968,9-s2.0-57221438968,Kairan Peng,14,14
57862381400,9-s2.0-57862381400,Yahang Feng,0,0
57221447920,9-s2.0-8728684200,Hongshuai Liu,273,281
57209173142,9-s2.0-57209173142,Subhani Kanchanamala Medawela,26,45
57216435512,9-s2.0-57216435512,Rodrigo Felipe Bedim Godoy,17,17
57211994148,9-s2.0-57211994148,Elias Trevisan,19,19
57197787388,9-s2.0-57197787388,André Aguiar Battistelli,83,119
57216437993,9-s2.0-57216437993,Enzo Luigi Crisigiovanni,16,16
15839208200,9-s2.0-15839208200,Elynton Alves do Nascimento,158,199
58116141000,9-s2.0-58116141000,Artur Lourival da Fonseca Machado,0,0
57221224850,9-s2.0-57221224850,Victoria Barcala,8,9
6603490060,9-s2.0-6603490060,Leonard A. Oste,525,546
6602877594,9-s2.0-6602877594,Thilo Behrends,1877,2273
57214156754,9-s2.0-57214156754,Pankaj Kumar Gupta,281,361
7404020400,9-s2.0-7404020400,Jonathan Stephen Price,2955,6495
57200634602,9-s2.0-57200634602,Sahila Beegum,60,74
56587921900,9-s2.0-56587921900,Arindam Malakar,276,299
35610547200,9-s2.0-35610547200,Chittaranjan Ray,2437,2805
7103259215,9-s2.0-7103259215,Daniel D. Snow,4537,5352
57491334000,9-s2.0-57491334000,Elena Petrova,1,1
57267542600,9-s2.0-57267542600,Jana Meierdierks,6,7
7004147643,9-s2.0-7004147643,Peter Grathwohl,5390,8000
58126862400,9-s2.0-58126862400,Wentao Zhou,1,1
57191865238,9-s2.0-57191865238,Tian Lan,311,313
58126862500,9-s2.0-58126862500,Gaofei Shang,1,1
56669898300,9-s2.0-56669898300,Jianhong Li,426,502
57208016297,9-s2.0-57208016297,Jianjian Geng,6,6
7403425099,9-s2.0-7403425099,Guangqing Xing Huang,1210,1938
56927662700,9-s2.0-56927662700,Qinxuan Hou,261,307
57226757845,9-s2.0-57226757845,Dongya Han,71,78
57936692700,9-s2.0-57936692700,Ruinan Liu,5,5
57207109842,9-s2.0-57207109842,Jiangmin Song,93,101
57203792240,9-s2.0-57203792240,S. Escario,33,36
57222247149,9-s2.0-57222247149,Antoine Collet,3,3
15728441900,9-s2.0-15728441900,Olivier Regnault,256,319
6507581526,9-s2.0-6507581526,Hélène de Boissezon,208,226
6602295383,9-s2.0-6602295383,Michael Descostes,2335,3014
57705178700,9-s2.0-57705178700,Luka Vucinic,4,4
12753323000,9-s2.0-12753323000,D. W. O'Connell,1692,1846
23096877600,9-s2.0-23096877600,Donata Dubber,307,330
6602458425,9-s2.0-6602458425,Catherine E. Coxon,873,1052
57224147321,9-s2.0-7005889332,Laurence William Gill,2331,3051
57199423574,9-s2.0-57199423574,Sonam C. Tripathi,368,679
56010033100,9-s2.0-56010033100,Diane Purchase,1530,1667
57211310268,9-s2.0-57211310268,R. Chandra,3718,5792
57226796030,9-s2.0-57226796030,Ashok Kumar Nadda,309,345
8606079700,9-s2.0-8606079700,Preeti Chaturvedi,1029,1196
58065204800,9-s2.0-58065204800,Zhuo Tian,1,1
57925911900,9-s2.0-57925911900,Yongxing Pan,6,6
57190812254,9-s2.0-57190812254,Meng Chen,24,24
57193436297,9-s2.0-57193436297,Shuaipu Zhang,73,75
58042007800,9-s2.0-23003549100,Yudao Chen,294,320
57867066200,9-s2.0-57867066200,Jiao Ran,4,4
7006818698,9-s2.0-7006818698,Rong Xiang,11526,13642
55541376800,9-s2.0-55541376800,Jia He,388,403
9240677000,9-s2.0-9240677000,Binghui Zheng,5139,5817
57211976788,9-s2.0-57211976788,Huan Shen,25,28
57193385729,9-s2.0-57193385729,Yong Huang,301,357
57221089533,9-s2.0-57221089533,Yue Su,13,14
57403847200,9-s2.0-57403847200,Kehan Miao,3,3
58045394300,9-s2.0-58045394300,J. L. Nickels,0,0
57203427292,9-s2.0-57203427292,David P. Genereux,229,272
6701539453,9-s2.0-6701539453,Detlef R.U. Knappe,6402,7548
57209494362,9-s2.0-57209494362,Brijesh K. Yadav,1045,1260
56901445200,9-s2.0-56901445200,Lal Chand Malav,301,309
56996171500,9-s2.0-56996171500,Abhishek Jangir,68,75
57217148931,9-s2.0-57217148931,Sushil Kumar Kharia,7,8
57883883400,9-s2.0-57883883400,Shruti V. Singh,4,4
57224868857,9-s2.0-57224868857,M. D. Yeasin,16,17
57190885491,9-s2.0-57190885491,Mahaveer Nogiya,55,55
58343912600,9-s2.0-58343912600,Roshan Lal Meena,46,50
54583928000,9-s2.0-54583928000,Ram Swaroop Meena,2697,4711
57193673320,9-s2.0-57193673320,Bhagwati Lal Tailor,174,181
23103601900,9-s2.0-23103601900,Banshi Lal Mina,871,982
57963209200,9-s2.0-57963209200,Munirah Sulaiman Othman Alhar,4,4
58024600300,9-s2.0-16052765600,Byong-hun Jeon,11464,14659
22133337700,9-s2.0-22133337700,Marina Marques da Silva Cabral-Pinto,1585,2115
57202908705,9-s2.0-57202908705,Krishna Kumar Yadav,3671,4453
55322013400,9-s2.0-55322013400,Pirouz Shahkarami,66,84
6507146487,9-s2.0-6507146487,Magnus Sidborn,63,74
58084126400,9-s2.0-58084126400,Raoul Djou Fopa,0,0
57190977045,9-s2.0-57190977045,Carlo Bianco,307,370
56369428600,9-s2.0-56369428600,Nathaly L. Archilha,498,565
15745424900,9-s2.0-15745424900,Anderson Camargo Moreira,187,204
56039793100,9-s2.0-56039793100,Tannaz Pak,325,371
7006501624,9-s2.0-7006501624,Shinji Nakaya,278,305
57220740838,9-s2.0-57220740838,Ryogo Takada,13,13
35510562100,9-s2.0-35510562100,Jun Yasumoto,70,74
57201530321,9-s2.0-57201530321,Harue Masuda,1775,2088
6602698291,9-s2.0-6602698291,Junichi Yoshitani,458,570
58074922700,9-s2.0-58074922700,Ryuichi Shinjoh,0,0
57205391142,9-s2.0-57205391142,Innocent Lugodisha,26,29
36168975700,9-s2.0-36168975700,Charles Hans Komakech,530,665
58036929200,9-s2.0-58036929200,Youai Duan,0,0
23989954000,9-s2.0-23989954000,Xinsheng Chen,892,1271
57224455177,9-s2.0-57224455177,Ying Huang,15,17
58036678300,9-s2.0-58036678300,Yan Zhang,0,0
58036929300,9-s2.0-58036929300,Ping Wang,0,0
58036178200,9-s2.0-58036178200,Xuexin Duan,0,0
36551539500,9-s2.0-36551539500,Xianyan Qin,129,145
55995213100,9-s2.0-55995213100,Yeai Zou,347,433
35721859700,9-s2.0-35721859700,Zhengmiao Deng,687,943
58036802500,9-s2.0-58036802500,Qilin Zhao,0,0
58043763700,9-s2.0-58043763700,Forough Abbasi Teshnizi,1,1
36097471800,9-s2.0-36097471800,Mahdi Ghobadinia,33,33
55411863900,9-s2.0-55411863900,Fariborz Abbasi,854,1127
7005547958,9-s2.0-7005547958,P. D. Hallett,6603,8847
55386460700,9-s2.0-55386460700,Nasrollah Sepehrnia,192,239
57225124823,9-s2.0-57225124823,Hlalele D. Heisi,0,0
58091993000,9-s2.0-58091993000,Ayo A. Awosusi,0,0
57205578635,9-s2.0-57205578635,Rosina Nkuna,121,131
15725601500,9-s2.0-15725601500,Tonderayi S. Matambo,435,474
57201156099,9-s2.0-57201156099,Kristine Kalneniece,7,7
57193027999,9-s2.0-57193027999,Dita Gudra,263,269
57982779100,9-s2.0-57982779100,Ludvigs Lielauss,1,1
9732489100,9-s2.0-9732489100,Tūrs Selga,126,126
6508094342,9-s2.0-6508094342,Dāvids Fridmanis,927,1035
57982547800,9-s2.0-57982547800,Janis Terauds,1,1
16166798800,9-s2.0-16166798800,Olga Muter,564,630
57194181000,9-s2.0-57194181000,Wipada Ngansom,17,27
57222346008,9-s2.0-57222346008,Dumrongsak Rodphothong,1,1
55549696200,9-s2.0-55549696200,Thawatchai Itthipoonthanakorn,14,14
57192650469,9-s2.0-57192650469,Saroh Niyomdecha,115,115
7801444062,9-s2.0-7801444062,Helmut Duerrast,355,378
57209466984,9-s2.0-57209466984,Monthon Yongprawat,13,13
57189575807,9-s2.0-57189575807,Tianyuan Zheng,438,629
57736432100,9-s2.0-57736432100,Min Li,34,35
56193969800,9-s2.0-56193969800,Lu Xia,83,116
57221936921,9-s2.0-57221936921,Xin Li,23,23
57204569402,9-s2.0-57204569402,Yunhai Fang,111,124
55856761100,9-s2.0-55856761100,Xilai Zheng,1833,2316
54929862500,9-s2.0-54929862500,A. A. Issakhov,2590,4000
57218454253,9-s2.0-57218454253,Aidana Alimbek,75,112
57201128053,9-s2.0-57201128053,Aizhan Abylkassymova,32,45
58041959800,9-s2.0-58041959800,Ali Batikh,0,0
57200245490,9-s2.0-57200245490,Yerlan Amanbek,104,130
57221390828,9-s2.0-57221390828,Azita Ahmadi-Sénichault,12,12
57444319800,9-s2.0-57444319800,Maxime Cochennec,8,8
56725052200,9-s2.0-56725052200,Louise Rosenberg,40,42
6602159385,9-s2.0-6602159385,Mette Martina Broholm,852,1175
36450425300,9-s2.0-36450425300,Annika S. Fjordbøge,401,419
57224905700,9-s2.0-57224905700,Ida Henriette Kerrn-Jespersen,7,8
57192982389,9-s2.0-57192982389,Vinni K. Rønde,155,202
57284722400,9-s2.0-57284722400,Valentina Balestra,30,43
25226962200,9-s2.0-25226962200,Bartolomeo Vigna,339,412
57989592700,9-s2.0-57989592700,Sean de Costanzo,4,4
16174120900,9-s2.0-16174120900,Rossana Bellopede,219,267
57060988900,9-s2.0-57060988900,Zi Chen,51,68
7005555097,9-s2.0-7005555097,J. Jaime Gómez-Hernández,2975,4936
55335940400,9-s2.0-55335940400,Andrea Zanini,283,448
55194580400,9-s2.0-55194580400,Quanping Zhou,90,107
57203872447,9-s2.0-57203872447,Joshua T. Padilla,72,82
57854939700,9-s2.0-57854939700,H. Magdi Selim,11,12
56268336100,9-s2.0-56268336100,Lewis A. Gaston,1651,1926
57966867900,9-s2.0-57966867900,Eleanor Henson,0,0
26032500800,9-s2.0-26032500800,Ryan T. Bailey,1069,1738
57212512332,9-s2.0-57212512332,Florian Cazals,41,41
24604879300,9-s2.0-24604879300,David Huguenot,2367,2724
18133432200,9-s2.0-18133432200,Stephanie Betelu,360,415
57212515632,9-s2.0-57212515632,Nathalie Galopin,36,36
57212504209,9-s2.0-57212504209,Arnault Perrault,36,36
6602076959,9-s2.0-6602076959,Marie-Odile Simonnot,2856,3504
6701470029,9-s2.0-6701470029,Stéphanie Rossano,1086,1480
55770484900,9-s2.0-55770484900,Marc Crampon,305,329
57243931300,9-s2.0-57243931300,Katherine Y. Santizo,11,13
7006622756,9-s2.0-7006622756,Mark A. Widdowson,1079,1345
24171173900,9-s2.0-24171173900,Erich T. Hester,1045,1480
55097929500,9-s2.0-55097929500,Tasrina Rabia Choudhury,744,833
57217690093,9-s2.0-57217690093,Jannatul Ferdous,442,468
57217575109,9-s2.0-57217575109,Md Morshedul Haque,221,247
57215630235,9-s2.0-57215630235,Md Mostafizur Rahman,3211,3716
8667592100,9-s2.0-8667592100,Shamshad Begum Quraishi,877,988
57208679533,9-s2.0-57208679533,M. Safiur Rahman,2493,3076
57226071113,9-s2.0-57226071113,Mohammadmehdi Raznahan,10,10
